"Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Jul 01,2021",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,"Future Stock Short	",Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,"Total Long Contracts	",Total Short Contracts
Client,166694,177005,1173152,167247,907272,760658,939755,1003987,724640,210823,439855,360054,3943239,3087903
DII,1996,57834,22166,1159827,401,24684,0,0,0,0,52597,0,49247,1270258
FII,92819,36058,669970,717991,223493,301210,120550,127693,42421,45325,66841,33734,1375238,1102867
Pro,30851,21463,253829,74052,241425,320209,312285,275080,130256,227982,338024,90342,1204551,1111246
TOTAL,292360,292360,2119117,2119117,1372590,1406760,1372590,1406760,897317,484130,897317,484130,6572274,6572274
