"Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Jul 02,2021",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,"Future Stock Short	",Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,"Total Long Contracts	",Total Short Contracts
Client,166452,176152,1171319,170041,1128978,1028634,1190321,1260653,751440,219865,460197,370763,4466688,3628127
DII,1945,57834,22378,1165246,401,24684,0,0,0,0,54751,0,49408,1277831
FII,87447,29573,672407,714572,214266,302772,137101,154294,45032,47334,71831,35772,1369258,1143143
Pro,28462,20747,257287,73532,333496,366114,349718,307257,135554,235212,345247,95876,1356125,1192377
TOTAL,284306,284306,2123391,2123391,1677140,1722204,1677140,1722204,932026,502411,932026,502411,7241477,7241477
