"Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Jun 30,2021",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,"Future Stock Short	",Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,"Total Long Contracts	",Total Short Contracts
Client,161800,184114,1162902,164182,1658243,1117852,1643110,1402395,680039,200560,417570,346593,4981396,4157964
DII,2063,57794,22205,1153941,401,21684,0,0,0,0,43157,0,46353,1254892
FII,91057,30603,668057,710755,330269,350707,223587,178578,39078,43344,62251,31672,1522512,1237446
Pro,40205,22614,249022,73308,454383,479696,576598,388966,124823,218984,320962,84623,1567113,1467071
TOTAL,295125,295125,2102186,2102186,2443295,1969939,2443295,1969939,843940,462888,843940,462888,8117372,8117372
